timestamp,battery_voltage,battery_current,min_cell_voltage,max_cell_voltage,remain,soc,duty,battery_average_temp,battery_max_temp,pcb_average_temp,pcb_max_temp,cell_id_0,cell_id_1,cell_id_2,cell_id_3,cell_id_4,cell_id_5,cell_id_6,cell_id_7,cell_id_8,cell_id_9,cell_id_10,cell_id_11
1732017334.5187526,46.170300000000005,-0.041,,,,,,,,,,,,,,,,,,,,,
1732017334.5189903,,,3.8203,3.8885,,,,,,,,,,,,,,,,,,,
1732017334.5190778,,,,,0,100,0,,,,,,,,,,,,,,,,
1732017334.5193346,,,,,,,,24,24,33,33,,,,,,,,,,,,
1732017334.5195885,,,,,,,,,,,,3.86,3.86,3.88,3.86,,,,,,,,
1732017334.5199418,,,,,,,,,,,,,,,,3.87,3.86,3.8200000000000003,3.8200000000000003,,,,
1732017334.5204403,,,,,,,,,,,,,,,,,,,,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003
1732017335.0713902,46.170300000000005,-0.013000000000000001,,,,,,,,,,,,,,,,,,,,,
1732017335.0716958,,,3.8203,3.8885,,,,,,,,,,,,,,,,,,,
1732017335.0719838,,,,,0,100,0,,,,,,,,,,,,,,,,
1732017335.0723538,,,,,,,,24,24,33,33,,,,,,,,,,,,
1732017335.0723948,,,,,,,,,,,,3.86,3.86,3.88,3.86,,,,,,,,
1732017335.0724454,,,,,,,,,,,,,,,,3.87,3.86,3.8200000000000003,3.8200000000000003,,,,
1732017335.0728781,,,,,,,,,,,,,,,,,,,,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003
1732017335.6234066,46.170300000000005,-0.017,,,,,,,,,,,,,,,,,,,,,
1732017335.6238706,,,3.8203,3.8885,,,,,,,,,,,,,,,,,,,
1732017335.624017,,,,,0,100,0,,,,,,,,,,,,,,,,
1732017335.6244588,,,,,,,,24,24,33,33,,,,,,,,,,,,
1732017335.6247454,,,,,,,,,,,,3.86,3.86,3.88,3.86,,,,,,,,
1732017335.6250348,,,,,,,,,,,,,,,,3.87,3.86,3.8200000000000003,3.8200000000000003,,,,
1732017335.6253238,,,,,,,,,,,,,,,,,,,,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003
1732017336.1762683,46.169900000000005,-0.005,,,,,,,,,,,,,,,,,,,,,
1732017336.1763597,,,3.8202000000000003,3.8884000000000003,,,,,,,,,,,,,,,,,,,
1732017336.1772273,,,,,0,100,0,,,,,,,,,,,,,,,,
1732017336.1774037,,,,,,,,24,24,33,33,,,,,,,,,,,,
1732017336.17745,,,,,,,,,,,,3.86,3.86,3.88,3.86,,,,,,,,
1732017336.1775188,,,,,,,,,,,,,,,,3.87,3.86,3.8200000000000003,3.8200000000000003,,,,
1732017336.178311,,,,,,,,,,,,,,,,,,,,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003
1732017336.728549,46.169900000000005,-0.017,,,,,,,,,,,,,,,,,,,,,
1732017336.729171,,,3.8202000000000003,3.8884000000000003,,,,,,,,,,,,,,,,,,,
1732017336.7292328,,,,,0,100,0,,,,,,,,,,,,,,,,
1732017336.729898,,,,,,,,24,24,33,33,,,,,,,,,,,,
1732017336.7299478,,,,,,,,,,,,3.86,3.86,3.88,3.86,,,,,,,,
1732017336.7299936,,,,,,,,,,,,,,,,3.87,3.86,3.8200000000000003,3.8200000000000003,,,,
1732017336.7304766,,,,,,,,,,,,,,,,,,,,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003
1732017337.2856731,46.169900000000005,-0.02,,,,,,,,,,,,,,,,,,,,,
1732017337.2858157,,,3.8202000000000003,3.8884000000000003,,,,,,,,,,,,,,,,,,,
1732017337.2858524,,,,,0,100,0,,,,,,,,,,,,,,,,
1732017337.285916,,,,,,,,24,24,33,33,,,,,,,,,,,,
1732017337.2859719,,,,,,,,,,,,3.86,3.86,3.88,3.86,,,,,,,,
1732017337.2860842,,,,,,,,,,,,,,,,3.87,3.86,3.8200000000000003,3.8200000000000003,,,,
1732017337.286176,,,,,,,,,,,,,,,,,,,,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003
1732017337.8342633,46.169900000000005,-0.006,,,,,,,,,,,,,,,,,,,,,
1732017337.8343854,,,3.8202000000000003,3.8884000000000003,,,,,,,,,,,,,,,,,,,
1732017337.8346827,,,,,0,100,0,,,,,,,,,,,,,,,,
1732017337.8347247,,,,,,,,24,24,33,33,,,,,,,,,,,,
1732017337.834827,,,,,,,,,,,,3.86,3.86,3.88,3.86,,,,,,,,
1732017337.8352597,,,,,,,,,,,,,,,,3.87,3.86,3.8200000000000003,3.8200000000000003,,,,
1732017337.8353412,,,,,,,,,,,,,,,,,,,,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003
1732017338.3858929,46.1698,-0.001,,,,,,,,,,,,,,,,,,,,,
1732017338.3861027,,,3.8202000000000003,3.8884000000000003,,,,,,,,,,,,,,,,,,,
1732017338.3864288,,,,,0,100,0,,,,,,,,,,,,,,,,
1732017338.3866858,,,,,,,,24,24,33,33,,,,,,,,,,,,
1732017338.3872168,,,,,,,,,,,,3.86,3.86,3.88,3.86,,,,,,,,
1732017338.387479,,,,,,,,,,,,,,,,3.87,3.86,3.8200000000000003,3.8200000000000003,,,,
1732017338.3877187,,,,,,,,,,,,,,,,,,,,3.8200000000000003,3.8200000000000003,3.8200000000000003,3.8200000000000003
1732017338.9394019,46.1698,-0.005,,,,,,,,,,,,,,,,,,,,,
